Date,open,high,low,close,volume,value,change,prevClose,1month,3month,5month,6month,9month,12month,Momentum,MomentumGA,Momentum_6,stock_code
2024-07-16,107.58999633789062,107.86000061035156,107.52999877929688,107.44920349121094,818200.0,88044292.70019531,0.003071338337300796,107.12020111083984,106.14562225341797,103.47608947753906,103.87364196777344,104.490478515625,99.69364929199219,102.88477325439453,0.03636124855212798,0.3425470124704379,0.025167102616164283,TIP
2024-07-16,81.06999969482422,81.16999816894531,80.91999816894531,80.28108215332031,4998200.0,404155799.2473602,0.003586074661692959,79.99421691894531,79.33045196533203,76.44908142089844,77.40514373779297,77.73753356933594,71.1362533569336,74.51842498779297,0.05423971351359482,0.41743652399383313,0.029029520824668125,VCIT
2024-07-16,21.860000610351562,21.920000076293945,21.84000015258789,21.802608489990234,92000.0,2010720.0145721436,0.0022872905699023918,21.752853393554688,21.489830017089844,21.361616134643555,21.87484359741211,21.995527267456055,20.472471237182617,22.008150100708008,0.013226490350801933,0.18646723487705683,-0.011032873681569817,BWX
2024-07-16,88.61000061035156,89.16000366210938,88.1500015258789,88.3856430053711,3029300.0,268324525.4802704,0.012265708582666901,87.31466674804688,82.27569580078125,77.00613403320312,82.24858856201172,82.86042785644531,68.16122436523438,80.87232971191406,0.11193618296118402,1.4575773797472593,0.05375592435171198,VNQ
2024-07-16,58.790000915527344,58.900001525878906,58.7599983215332,58.36100769042969,1473900.0,86521986.3398552,0.0023826179811949756,58.222286224365234,57.818111419677734,56.19727325439453,56.79243850708008,57.3242301940918,54.3659782409668,55.88704299926758,0.03354952783374176,0.3011390360940406,0.01566625539030783,VGIT
2024-07-16,36.689998626708984,36.810001373291016,36.650001525878906,36.211917877197266,14832400.0,542724633.3385468,0.004092745919100863,36.06431579589844,35.441741943359375,34.51642990112305,34.59825897216797,34.467552185058594,31.742176055908203,32.49503707885742,0.0687951358351384,0.5926669141602076,0.0463265741143065,USHY
2024-07-16,100.5199966430664,100.5199966430664,100.51000213623047,99.20153045654297,3622900.0,362970675.77667236,0.0001990776121917345,99.1817855834961,98.7789306640625,97.9587631225586,97.12401580810547,96.73040008544922,95.45275115966797,94.27875518798828,0.026492470434504405,0.2015710616503281,0.02534245176161147,SGOV
2024-07-16,64.04000091552734,64.08000183105469,63.849998474121094,63.11174011230469,386400.0,24640896.212768555,0.003445568490901168,62.8950309753418,62.215476989746094,60.317832946777344,59.842872619628906,59.64752960205078,54.44951629638672,57.927490234375,0.0670878453224124,0.49662309578814057,0.054444859576872756,VWOB
2024-07-16,25.90999984741211,26.09000015258789,25.799999237060547,25.866390228271484,47700.0,1236221.6943740845,0.014007749457776476,25.509065628051758,25.523597717285156,23.25330352783203,24.926958084106445,26.173797607421875,21.891557693481445,26.75900650024414,0.0325084091375754,0.28369592924393316,-0.025396848762276093,TYD
2024-07-16,47.68000030517578,47.68000030517578,46.29999923706055,45.78895950317383,41300.0,1935410.5052947998,-0.030296750997954165,47.21955871582031,43.13816833496094,51.80672836303711,48.810577392578125,45.44198226928711,56.76047134399414,36.15742111206055,0.028234260140850353,1.1653477193699766,0.03911749351072245,PFIX
2024-07-16,49.15999984741211,49.22999954223633,49.13999938964844,48.9255256652832,2642400.0,129778519.4480896,0.0036704247638440113,48.746604919433594,48.564170837402344,47.973636627197266,47.7324333190918,47.87489700317383,45.22993850708008,46.070369720458984,0.03392448847424849,0.20403434381468796,0.01820803742307741,BNDX
2024-07-16,13.850000381469727,13.9399995803833,13.84000015258789,13.899999618530273,2580200.0,35819626.32775307,-0.005010783619220585,13.970000267028809,13.9399995803833,14.079999923706055,13.3100004196167,13.380000114440918,14.330229759216309,14.128665924072266,5.645933462057364e-05,0.07153695347437,0.044095676198919354,PDBC
2024-07-16,27.700000762939453,27.8799991607666,27.670000076293945,27.599546432495117,3566300.0,98830684.36055183,0.011987023726332834,27.272628784179688,27.61008071899414,25.829269409179688,26.568801879882812,26.962064743041992,23.814905166625977,27.418170928955078,0.03562261034750126,0.09458727644878255,0.011518555574192126,SPTL
2024-07-16,34.619998931884766,34.9900016784668,34.380001068115234,34.23152160644531,17100.0,590897.0120429993,0.00043167475982517175,34.21675109863281,33.84782791137695,33.34662628173828,32.68392562866211,31.113237380981445,32.28296661376953,30.3518123626709,0.0652465765867816,0.5620028752200639,0.09974898078425129,RISR
2024-07-16,84.47000122070312,85.4800033569336,84.12000274658203,85.15005493164062,3117400.0,264371155.519104,0.017520910584095994,83.683837890625,75.66547393798828,60.44883346557617,60.72673034667969,57.103179931640625,37.53399658203125,50.588069915771484,0.48364697851092514,4.394344058523589,0.46548472415729947,UPRO
2024-07-17,27.799999237060547,27.940000534057617,27.739999771118164,27.62926483154297,2915100.0,80973654.144001,0.0010767712839244979,27.599546432495117,27.363208770751953,25.907747268676758,26.64680290222168,26.80655288696289,24.142324447631836,27.197982788085938,0.04945075720573481,0.43877692685907616,0.029582078265568093,SPTL
2024-07-17,63.970001220703125,63.970001220703125,63.77000045776367,62.914730072021484,241600.0,15379333.871459961,-0.003121606850526258,63.11174011230469,62.01946258544922,60.48279571533203,60.17911911010742,59.475364685058594,54.59091567993164,57.50745391845703,0.07258767411798783,0.6049411074309664,0.06114086809726825,VWOB
2024-07-17,107.75,107.9000015258789,107.6500015258789,107.48908996582031,956000.0,102958593.23120117,0.0003712123804867256,107.44920349121094,105.99667358398438,103.6328353881836,103.73655700683594,104.24569702148438,100.22847747802734,102.70086669921875,0.039352159574897363,0.41944126794315717,0.03073034725899852,TIP
2024-07-17,21.950000762939453,22.030000686645508,21.950000762939453,21.892168045043945,83500.0,1833287.8041267395,0.00410774495606012,21.802608489990234,21.46996307373047,21.381423950195312,21.88471794128418,22.044801712036133,20.580427169799805,21.851572036743164,0.01548115929384474,0.24050322999061674,-0.0109864096402221,BWX
2024-07-17,49.13999938964844,49.220001220703125,49.130001068115234,48.90564727783203,2420500.0,118843917.07468033,-0.00040629890391299917,48.9255256652832,48.45503234863281,48.02305221557617,47.86044692993164,47.78641891479492,45.449222564697266,46.070369720458984,0.037412067101826804,0.3013374873437993,0.023837457929612883,BNDX
2024-07-17,89.0199966430664,90.33999633789062,89.0199966430664,88.99054718017578,4757200.0,425020779.42123413,0.006843918924343042,88.3856430053711,81.95246887207031,77.37833404541016,82.40397644042969,81.67559814453125,69.4659194946289,80.40676879882812,0.1267565826130934,1.7745396268820526,0.08215482975669065,VNQ
2024-07-17,82.55999755859375,83.3499984741211,81.58999633789062,81.5194320678711,4552400.0,374457006.9534302,-0.04263793918493927,85.15005493164062,77.44571685791016,58.83766174316406,64.46941375732422,57.26202392578125,36.14715576171875,48.490543365478516,0.5290976720350439,4.712642298646004,0.48702489178527386,UPRO
2024-07-17,58.83000183105469,58.95000076293945,58.790000915527344,58.38081741333008,2026900.0,119055454.73213196,0.000339434216171684,58.36100769042969,57.620540618896484,56.23654556274414,56.772911071777344,57.21712875366211,54.66533279418945,55.86781692504883,0.03596737136445957,0.38992838181803546,0.019991896861730685,VGIT
2024-07-17,13.9399995803833,13.979999542236328,13.904000282287598,13.930000305175781,1744400.0,24314319.2735672,0.0021583228394850816,13.899999618530273,13.970000267028809,14.149999618530273,13.329999923706055,13.489999771118164,14.18625545501709,13.917503356933594,-0.0029526577295200477,-0.07127271582808056,0.0303928728219782,PDBC
2024-07-17,81.11000061035156,81.20999908447266,80.97000122070312,80.32064056396484,5186300.0,419585467.4762726,0.0004927488467206115,80.28108215332031,79.05448150634766,76.5371322631836,77.48285675048828,77.6020278930664,71.576904296875,74.26152038574219,0.05843578643679198,0.5319627402586219,0.034522992929328776,VCIT
2024-07-17,36.65999984741211,36.77000045776367,36.650001525878906,36.162715911865234,12340500.0,451177064.5766258,-0.001358722990008045,36.211917877197266,35.47598648071289,34.5599479675293,34.7415885925293,34.458045959472656,31.863609313964844,32.36111068725586,0.07292593438711163,0.6609268675495402,0.05089876308678098,USHY
2024-07-17,34.779998779296875,35.0,34.779998779296875,34.30534744262695,19300.0,670025.2896308899,0.0021566624186445823,34.23152160644531,34.078941345214844,33.41056823730469,32.47306442260742,31.332477569580078,32.42517852783203,30.706375122070312,0.05880534726942064,0.4518659793922593,0.09252520903995935,RISR
2024-07-17,25.940000534057617,26.18000030517578,25.899999618530273,25.98550033569336,26700.0,694236.7177963257,0.004604821406107524,25.866390228271484,25.189441680908203,23.37124252319336,24.877870559692383,25.9479923248291,22.34823989868164,26.614208221435547,0.04759542939414396,0.7151492476291281,-0.003144832769182447,TYD
